senfi_number,shop_was_in_page,shop_img,shop_title,shop_url,shop_id,shop_selling_type,shop_all_products_target_url,cooperation_status_with_emalls,name_of_person_in_charge,phone_number,shop_address,shop_email,shop_score,shop_social_media_handles,shop_recieved_date,shop_crawled_at,shop_current_city,shop_duration_of_cooperation_with_emalls,shop_website,shop_Enamad_sign,images
,66,http://emalls.ir//files/shoplogo/0ddo4rsgdsg6uzwmsg0p5qslp2pt37ld52xijmhomuolpf3f2x[medium].png,هستی شاپ,https://emalls.ir//Shop/46627/,46627,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~46627,در حال همکاری با ایمالز,سیداردلان میرتونی,۰۵۱۳۶۲۱۹۷۸۱,حجاب - خیابان حجاب 78 - خیابان رستگاری 15 - ابریشم - پلاک : 602.0 - طبقه : همکف,info [at] hastishop [dot] net,بدون امتیاز,"https://web.whatsapp.com/send?phone=989209008696,https://t.me/hassti_shop",سه شنبه ۲ بهمن,2025-01-21 16:53:43.000803+00:00,خراسان رضوی - مشهد,6 ماه و 27 روز,https://hastishop.net/,دارد (یک ستاره) معتبر تا 1 سال و 4 ماه و 21 روز,
,73,http://emalls.ir//files/shoplogo/a3gs1p7ggm43e26zf6alxtp4p61ii8hc0fggt6fxpvy68mu0qd[medium].png,ریوان پیسی,https://emalls.ir//Shop/42400/,42400,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42400,در حال همکاری با ایمالز,رضا رمضانی فر,۰۲۸۳۵۲۴۴۴۶۴,محله: آزادگان، خیابان آزادگان، کوچه دوم 2، پلاک: 0.0، طبقه: همکف,abolfazl325m [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989903208226,https://t.me/rivanpc",سه شنبه ۲ بهمن,2025-01-21 16:53:43.519800+00:00,قزوین - تاکستان,10 ماه و 10 روز,https://rivanpc.ir/,دارد (یک ستاره) معتبر تا 1 سال و 22 روز,
,67,http://emalls.ir//files/shoplogo/xc7cmoyhpohmiufzndkz6rxlnva7gvu86ky6yvx8x5dzy6f7md[medium].png,شناسا پاساژ,https://emalls.ir//Shop/52826/,52826,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~52826,در حال همکاری با ایمالز,مبتکران توسعه و تجارت شناسا ,۰۲۱۳۳۹۷۹۰۰۸,محله : چهارراه سرچشمه - کوچه سراج الملک - بن بست دوم - ونوس سراج - پلاک : 3.0 - طبقه : 3 - واحد : 310,shenasa [dot] co [dot] ir [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989381546414,سه شنبه ۲ بهمن,2025-01-21 16:53:43.660889+00:00,تهران - تهران,2 ماه و 5 روز,https://shenasapasaj.ir/,دارد (یک ستاره) معتبر تا 1 سال و 4 ماه و 22 روز,
,75,http://emalls.ir//files/shoplogo/qkigvztvauwm4j6h2dxi8jnq284pxokicrghste53zdwrw1aui[medium].gif,چرم فاخر,https://emalls.ir//Shop/4140/,4140,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~4140,در حال همکاری با ایمالز,فروشگاه چرم فاخر,۰۲۱۷۷۱۳۵۴۸۰,"تهران تهران بخش مرکزی - شهر تهران-محله نظام آباد شمالی-خیابان شهید علیرضا یاوری (سوم)-خیابان شهید یونس احمدی (53)-پلاک 11-طبقه دوم-واحد جنوب غربی
",mz [dot] paydar [at] yahoo [dot] com	,بدون امتیاز,"https://web.whatsapp.com/send?phone=989124045181,https://instagram.com/fakherleather",سه شنبه ۲ بهمن,2025-01-21 16:53:43.799830+00:00,تهران - تهران,4 سال و 7 ماه و 20 روز,https://www.fakherleather.com/,دارد (یک ستاره),
,68,http://emalls.ir//files/shoplogo/m6gyeyvc3iqxy7x2se3a2vqh7466wbtkzgs2yckop21mw1rpiu[medium].png,اورجینال شیک,https://emalls.ir//Shop/54472/,54472,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~54472,در حال همکاری با ایمالز, رباب امجدی,۰۹۱۴۱۶۷۷۱۵۵, محله : ولیعصر2 - کوچه استاد دهخدا - کوچه استاد دهخدا چهاردهم - پلاک : 0.0 - طبقه : 2,orginalshik [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:44.064640+00:00,آذربایجان شرقی - تبریز,1 ماه و 4 روز,https://orginalshik.ir/, معتبر تا 9 ماه و 1 روز,
,68,http://emalls.ir//files/shoplogo/abr6erjxewuh6m3zfm487n02wtb40c0ac7pu5ol3s02kmhocd5[medium].png,یارا درمان آینده,https://emalls.ir//Shop/39552/,39552,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39552,در حال همکاری با ایمالز,یارا درمان آینده,۰۲۱۸۸۱۰۵۶۳۱,محله: عباس آباد-اندیشه، خیابان شهید علی میرزا حسنی، خیابان قائم مقام فراهانی، پلاک: 186.0، طبقه: 4، واحد: 41 ,info [at] yaradarman [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:44.535582+00:00,تهران - تهران,1 سال و 1 ماه و 10 روز,https://yaradarman.com/,دارد (یک ستاره) معتبر تا 8 ماه و 21 روز,
,67,http://emalls.ir/src/shop-default.svg,سارا فرم,https://emalls.ir//Shop/44406/,44406,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44406,در حال همکاری با ایمالز,صاحب مبشر,۰۲۱۸۸۳۲۶۹۳۳,هفت تیر - خیابان شهید جعفر عارف ادیب - بلوار کریم خان زند - اداری تجاری بی بی - پلاک : 12.0 - طبقه : 4 - واحد : 1,mobashermohammadmahdi [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989126947306,https://instagram.com/manto_edari_sara",سه شنبه ۲ بهمن,2025-01-21 16:53:44.836349+00:00,تهران - تهران,8 ماه و 9 روز,https://saraform.com/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 22 روز,
,75,http://emalls.ir//files/shoplogo/pc7cvav5xu3zvl2dql8ghd0n4w2uwo7ejbua2awynrna82pwmc[medium].png,علی بابا گرگان,https://emalls.ir//Shop/7153/,7153,اینترنتی,,در حال همکاری با ایمالز,مصطفی نادری,۰۱۷۳۲۳۳۰۱۵۷,خ ولیعصر، عدالت 7 پاساژ مرسل طبقه اول واحد 122,mostafanaderian6 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:44.991365+00:00,گلستان - گرگان,3 سال و 11 ماه و 12 روز,https://alibabagorgan.ir/,دارد (یک ستاره),
,68,http://emalls.ir/src/shop-default.svg,کیسان فناوران زاگرس ,https://emalls.ir//Shop/40901/,40901,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~40901,در حال همکاری با ایمالز,مجتبی حیدری,۰۸۳۳۸۳۵۶۳۳۶,چاله چاله، خیابان دماوند، بلوار سی متری دوم، پلاک: 0.0، طبقه: همکف,hosnamoridi6 [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:45.390040+00:00,کرمانشاه - کرمانشاه,1 سال,https://www.keysansecurityco.ir/,دارد (یک ستاره) معتبر تا 5 ماه و 25 روز,
,73,http://emalls.ir//files/shoplogo/8ahguol7lzyeftqm2b65hjas74us7je7ekyuy72entt77u627f[medium].png,ابزار جالب,https://emalls.ir//Shop/35230/,35230,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~35230,در حال همکاری با ایمالز,عارف احراری,۰۷۱۳۶۳۳۱۲۱۰,فرهنگ شهر، کوچه 43شهید رجایی ، خیابان شهیدعلی اکبر فرمانی، پلاک: 0.0، مدال، طبقه: 1، واحد: 1 .,info [at] abzarjaleb [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:45.561455+00:00,فارس - شیراز,1 سال و 6 ماه و 11 روز,https://abzarjaleb.com/,دارد (یک ستاره) معتبر تا 5 ماه و 17 روز,
,68,http://emalls.ir/src/shop-default.svg,چرم افق,https://emalls.ir//Shop/40394/,40394,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~40394,در حال همکاری با ایمالز,علیرضا قاصدی,۰۸۶۳۳۶۹۳۰۱۰,خمین خیابان فردوسی نبش پاساژ امام رضا,ofoghcharmarak [at] gmail [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:45.713963+00:00,مرکزی - خمین,1 سال و 16 روز,https://ofoghcharm.ir/,دارد (یک ستاره),
,68,http://emalls.ir//files/shoplogo/ehtvnpx3gzm3mwbzw618umovrcmp83svv57kaf24jq0qdmsex3[medium].png,گیلدا استایل,https://emalls.ir//Shop/53557/,53557,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~53557,در حال همکاری با ایمالز,علی رضا خاتون کازرانی,۰۲۱۲۶۵۶۶۷۷۲,محله : باغ دره - کوچه بهمن - خیابان باغ دره - پلاک : 24.0 - طبقه : همکف - واحد : 3,gildastyle2 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989125071475,سه شنبه ۲ بهمن,2025-01-21 16:53:46.064031+00:00,تهران - لواسان,1 ماه و 22 روز,https://gildastyle.com/,,
,69,http://emalls.ir//files/shoplogo/gqtvycurenyj7jhd4yb85lul5m40e1g072aizqeeoz1v1lq3qe[medium].jpg,آرا دکور,https://emalls.ir//Shop/51461/,51461,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~51461,در حال همکاری با ایمالز,امیرعباس نسیمی,۰۲۱۲۲۲۰۶۷۵۶, نارمک - خیابان شهید رحیم احدزاده - بن بست شهید غلامرضا صابری - پلاک : 10.0 - طبقه : 1 - واحد : شرقی,amir [dot] nasimi77 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989122568177,https://instagram.com/ara_architecture",سه شنبه ۲ بهمن,2025-01-21 16:53:46.359148+00:00,تهران - تهران,3 ماه و 4 روز,https://arasel.ir/, معتبر تا 3 ماه و 21 روز,
,73,http://emalls.ir//files/shoplogo/2ou2brcj5q85fjj4a31xw5w8grh660d702ld6okvlwgfd7bsn6[medium].jpg,چاپارل,https://emalls.ir//Shop/41613/,41613,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~41613,در حال همکاری با ایمالز,فاطمه خسروی,۰۲۱۷۶۴۸۶۷۴۲,کرشت،  ایستگاه هواشناسی، محله: شهرک بهار طلائیه، خیابان فاز سه شهرک طلائیه، خیابان صنایع دفاع، پلاک: 0.0، یاسمن، بلوک5- ورودی B، طبقه: 4، واحد: 15,info [at] chaparral [dot] uk,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:46.516803+00:00,تهران - پردیس,11 ماه و 8 روز,https://chaparral.uk/,دارد (یک ستاره),
0466987613,70,http://emalls.ir//files/shoplogo/pavfh4xfppdjgfrgnjpvsdayuxrdtjk6oib0jowot1ek2xvofj[medium].png,گرند,https://emalls.ir//Shop/36878/,36878,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~36878,در حال همکاری با ایمالز,محمدامير محسني,۰۲۱۳۳۵۱۶۳۳۵,فشاپویه، حسن آباد، شمس آباد، محله: (شمس آباد فاز توسعه)، بلوار بهارستان، خیابان سی متری اول آناهیتا، پلاک: 20.0، هنر دوم، قطعه 192، طبقه: همکف,Info [at] grandiran [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989223063006,https://t.me/grandiran",سه شنبه ۲ بهمن,2025-01-21 16:53:46.786040+00:00,تهران - شهر ری,1 سال و 4 ماه و 17 روز,https://grandiran.com/,دارد (یک ستاره) معتبر تا 6 ماه,
,75,http://emalls.ir//files/shoplogo/v2t306zvdjmm3woyoxpvphenay6pam3jiczgrenzxdmykzx245[medium].png,اسکای والز,https://emalls.ir//Shop/42986/,42986,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42986,در حال همکاری با ایمالز,عطا حسین زاده قدیم,۰۴۱۳۳۳۳۹۰۶۷,محله: ولیعصر، کوچه قبادی، خیابان معلم، پلاک: -54.0، طبقه: همکف,ata [dot] hosseinzade [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989144176955,سه شنبه ۲ بهمن,2025-01-21 16:53:46.955043+00:00,آذربایجان شرقی - تبریز,9 ماه و 14 روز,https://skywalls.ir/,دارد (یک ستاره) معتبر تا 1 سال و 21 روز,
,68,http://emalls.ir/src/shop-default.svg,گجت لوژیست ,https://emalls.ir//Shop/43878/,43878,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~43878,غیرفعال به دلیل نداشتن نماد,حسن قلی زاده ,۰۲۱۳۶۶۹۳۹۹۷,قلعه نوخالصه)، کوچه شهید منصور تاجیک، بن بست گلایل 3، پلاک: 1.0، طبقه: همکف،,gadgetlogist [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989016996381,https://t.me/gadgetlogist1,https://instagram.com/gadgetlogist",سه شنبه ۲ بهمن,2025-01-21 16:53:47.104997+00:00,تهران - شهر ری,8 ماه و 19 روز,https://gadgetlogist.com/,دارد (یک ستاره),
,68,http://emalls.ir/src/shop-default.svg,ھایپر ماھک شاپ,https://emalls.ir//Shop/54471/,54471,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~54471,در حال همکاری با ایمالز,سیده رقیه هاشمی سروندی,۰۹۱۹۲۴۶۱۲۷۶,بادی الله - کوچه خازن - خیابان نشاط - آنتیک - پلاک : 0.0 - طبقه : 2 - واحد : 3,seyedehhashemi048 [at] gmail [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989192461276,https://instagram.com/sanaz",سه شنبه ۲ بهمن,2025-01-21 16:53:47.507946+00:00,گیلان - رشت,1 ماه و 4 روز,https://mahsolatghazaei-amin.ir/,,
,74,http://emalls.ir/src/shop-default.svg,شهر فاز,https://emalls.ir//Shop/44045/,44045,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~44045,در حال همکاری با ایمالز,علی محمودی زیارانی,۰۲۱۹۱۰۱۶۰۲۵,باغ فیض - خیابان نیلوفر - بن بست بهار غربی - پلاک : 1.0 - طبقه : 5 - واحد : غربی,info [at] fazcity [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989120550529,https://t.me/fazcity_support,https://instagram.com/fazcir,https://eitaa.com/fazcity_support,https://rubika.ir/fazcity_support",سه شنبه ۲ بهمن,2025-01-21 16:53:47.659681+00:00,تهران - تهران,8 ماه و 15 روز,https://fazcity.com/,دارد (یک ستاره) معتبر تا 1 سال و 2 ماه و 25 روز,
,70,http://emalls.ir//files/shoplogo/r8tybjq3mlum75wms600gqtuxwqsla3y55emsxcjpi4ue7x1ki[medium].png,فانوس آیتی,https://emalls.ir//Shop/4389/,4389,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~4389,در حال همکاری با ایمالز,علیرضا پیامی, ۰۲۱۸۸۲۲۶۰۱۰,منطقه شهرداری 6، چهارراه طالقانی، ساختمان خ ولیعصر چهار راه طالقانی مجتمع تجاری نور تهران، پلاک ۱۵۷۴، طبقه همکف، واحد ۶۰۱۲ //,m [dot] payami98 [at] gmail [dot] com	,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:47.929912+00:00,تهران - تهران,4 سال و 6 ماه و 14 روز,https://fanoosit.com/,دارد (یک ستاره) معتبر تا 1 سال و 5 ماه و 16 روز,
,68,http://emalls.ir//files/shoplogo/uawldl5a3vwszn04wg182wqqx8ozfccqsdfx0ic6yb23tisq66[medium].jpg,نوآوران ابزار,https://emalls.ir//Shop/48859/,48859,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~48859,در حال همکاری با ایمالز,علی یاوری,۰۲۱۵۵۶۳۵۴۹۶,محله : چهارراه سیروس - کوچه سرپولک -شهید علیرضاغفاری - کوچه شهیدخدارحمی - پلاک : 48.0 - طبقه : 1,aliyavari71485 [at] gmail [dot] com,بدون امتیاز,https://web.whatsapp.com/send?phone=989109989944,سه شنبه ۲ بهمن,2025-01-21 16:53:48.209943+00:00,تهران - تهران,5 ماه و 4 روز,https://noavaranabzar.ir/,دارد (یک ستاره) معتبر تا 1 سال و 6 ماه و 10 روز,
,69,http://emalls.ir//files/shoplogo/efmqt1de8uag6sy7ozad3qlrfv0mfku7kmn1tccipbkoj00lk3[medium].png,کلارکس شاپ,https://emalls.ir//Shop/42586/,42586,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~42586,در حال همکاری با ایمالز,امیرحسین قاسمی,۰۷۶۴۴۴۵۲۳۸۳,محله: مجتمع تجاری، بلوار فردوسی ، کوچه فروشگاه مرکزی، پلاک: 0.0، مرکز تجاری ، طبقه: همکف، واحد: 59,info [at] clarkshopiran [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989347696284,https://instagram.com/clarkshopiran",سه شنبه ۲ بهمن,2025-01-21 16:53:48.554693+00:00,هرمزگان - کیش,10 ماه و 1 روز,http://clarkshopiran.ir/,دارد (یک ستاره) معتبر تا 8 ماه و 12 روز,
,71,http://emalls.ir/src/shop-default.svg,پتروتکس,https://emalls.ir//Shop/38495/,38495,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~38495,در حال همکاری با ایمالز,طراح سازان اروند شیمی ,۰۲۱۲۲۰۱۱۰۴۶,امیری - کوچه اول - بلوار دبستان - اداری دبستان حامدعبدالباقی - پلاک : 3911.5 - طبقه : 5 - واحد : 53,info [at] petrotex [dot] ir,بدون امتیاز,"https://web.whatsapp.com/send?phone=989126465014,https://t.me/,https://instagram.com/petrotexco",سه شنبه ۲ بهمن,2025-01-21 16:53:49.069421+00:00,خوزستان - آبادان,1 سال و 2 ماه و 15 روز,https://petrotex.ir/,دارد (یک ستاره),
,68,http://emalls.ir//files/shoplogo/ih6485m8lq2zj1m0acmx2kggi3tys55f5ax6da30cvpc8opzuj[medium].png,پانزده,https://emalls.ir//Shop/39723/,39723,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~39723,در حال همکاری با ایمالز,امیر قاسمی,۰۱۱۳۲۳۷۴۳۸۷,محله: شهیدبزاز، کوچه گلستان5[قائم10]، بن بست جنت12، پلاک: 0.0، طبقه: همکف,ag868804 [at] gmail [dot] com,بدون امتیاز,"https://t.me/fifteenshop_ir,https://instagram.com/fifteenshop.ir,https://rubika.ir/fifteenshop",سه شنبه ۲ بهمن,2025-01-21 16:53:49.345240+00:00,مازندران - بابل,1 سال و 1 ماه و 4 روز,https://fifteenshop.ir/,دارد (یک ستاره) معتبر تا 6 ماه,
,69,http://emalls.ir//files/shoplogo/4d76e7rrkor3x11vtk41bhip7abx3f5oxqo3uxc1zqmk0jsydp[medium].png,سینا درمان,https://emalls.ir//Shop/46016/,46016,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~46016,در حال همکاری با ایمالز,حجت اله جعفری,۰۲۱۹۱۰۹۱۷۲۶,آریا شهر - خیابان بهداری 1 - خیابان امام خمینی - پلاک : 69.0 - طبقه : همکف,yazdan [dot] khajeali [at] yahoo [dot] com,بدون امتیاز,,سه شنبه ۲ بهمن,2025-01-21 16:53:49.609734+00:00,خوزستان - اهواز,7 ماه و 10 روز,https://sinadarman.com/,دارد (یک ستاره),
,68,http://emalls.ir/src/shop-default.svg,زودباش,https://emalls.ir//Shop/40898/,40898,اینترنتی,/%d9%84%db%8c%d8%b3%d8%aa-%d9%82%db%8c%d9%85%d8%aa~shop~40898,در حال همکاری با ایمالز,شایان تجارت راسپینا ,۰۳۱۳۷۸۵۱۰۵۴,محله: چشمه باقرخان، کوچه شهید کریم غلامی 12، خیابان 17 شهریور 68، پلاک: 6.0، آرتیمان بلوک B، پلاک قدیمی 29، طبقه: 2,info [at] zoodbash [dot] com,بدون امتیاز,"https://web.whatsapp.com/send?phone=989332229030,https://t.me/zoodbash_store,https://instagram.com/Zoudbash",سه شنبه ۲ بهمن,2025-01-21 16:53:49.925225+00:00,اصفهان - اصفهان,1 سال,https://zoodbash.com/,دارد (یک ستاره) معتبر تا 1 سال و 10 روز,
